client,num_images
2_101,47
2_102,3
2_1120,9
2_1122,79
2_1123030,25
2_1123031,22
2_1123032,24
2_1123033,45
2_11231,25
2_11232,2
2_11233,8
2_121030,30
2_121033,83
2_121100,14
2_121101,5
2_12110200,6
2_1211020100,22
2_1211020101,58
2_1211020102,11
2_1211020103,13
2_121102013,8
2_1211021,3
2_1211023,2
2_1211031,14
2_1211032,93
2_1211033,2
2_121110,34
2_121112,57
2_1211130,70
2_12111310,8
2_121113110,14
2_121113112,66
2_121113113,76
2_12111312,55
2_12111313,14
2_1211132,12
2_1211133,12
2_121120,26
2_1211210,39
2_12112110,76
2_12112111,43
2_12112113,3
2_1211212,67
2_1211213,48
2_12112200,13
2_12112201,75
2_12112202,98
2_12112203,10
2_12112210,13
2_12112211,66
2_1211221200,12
2_1211221201,6
2_1211221202,17
2_1211221203,83
2_1211221210,72
2_1211221211,89
2_1211221212,23
2_1211221213,24
2_1211221220,12
2_1211221221,21
2_1211221222,25
2_1211221223,50
2_12112212300,12
2_1211221230100,12
2_1211221230101,6
2_1211221230102,5
2_1211221230103,88
2_12112212303,39
2_1211221231,9
2_1211221232,9
2_1211221233,2
2_12112213,21
2_121122200,100
2_121122201,82
2_121122202,19
2_121122203,21
2_121122210,32
2_121122211,30
2_1211222120,7
2_12112221210,2
2_12112221211,86
2_12112221212,22
2_12112221213,6
2_1211222122,63
2_1211222123,13
2_121122213,12
2_121122220,56
2_121122221,84
2_121122222,64
2_1211222230,7
2_1211222231,4
2_12112222320,4
2_12112222321,3
2_12112222322,37
2_121122223230,14
2_1211222232310,77
2_1211222232311,20
2_1211222232313,23
2_121122223232,3
2_121122223233,7
2_1211222233,25
2_121122230,71
2_121122231,37
2_121122232,67
2_1211222330,15
2_1211222331,65
2_1211222332,5
2_1211222333,63
2_1211223000,43
2_1211223001,54
2_1211223002,29
2_1211223003,32
2_121122301,62
2_121122302,59
2_121122303,79
2_1211223100,18
2_1211223101,6
2_12112231020,4
2_12112231022,87
2_12112231023,51
2_12112231030,22
2_12112231031,11
2_121122310330,33
2_121122310331,76
2_121122310332,17
2_121122310333,41
2_12112231100,17
2_12112231101,53
2_12112231102,30
2_12112231103,3
2_1211223111,33
2_1211223112,17
2_12112231130,19
2_12112231131,44
2_1211223113200,13
2_1211223113201,24
2_1211223113202,20
2_121122311320311120,2
2_121122311320311121,2
2_121122311320311122,14
2_1211223113203111230,12
2_1211223113203111231,90
2_1211223113203113,2
2_12112231132032,8
2_12112231132033,6
2_121122311321,95
2_1211223113220,3
2_1211223113221,28
2_1211223113222,43
2_1211223113223,61
2_121122311323,20
2_12112231133,70
2_1211223120,94
2_1211223121,2
2_1211223123,34
2_121122313,53
2_12112232,29
2_12112233,83
2_1211230,52
2_1211231,90
2_12113,47
2_1212102,84
2_1212103,32
2_121211000,9
2_121211001,21
2_1212110020,66
2_1212110021,20
2_1212110022,32
2_1212110023,3
2_121211003,28
2_12121101,80
2_12121102,2
2_121211030,22
2_1212110310,8
2_1212110311,59
2_1212110312,13
2_1212110313,58
2_1212110320,72
2_1212110321,29
2_1212110322,8
2_1212110323,19
2_1212110330,31
2_1212110331,87
2_1212110332,29
2_1212110333,24
2_121211100,99
2_121211103,87
2_12121111,81
2_12121113,11
2_1212112,19
2_1212113,7
2_1212120,28
2_1212121,19
2_1212122,68
2_12121231,3
2_12121232,13
2_121212331,10
2_121212332,3
2_1212123332,26
2_1212123333,80
2_1212130000,100
2_1212130001,7
2_12121300020,13
2_12121300021,2
2_121213000221,14
2_1212130002220,5
2_121213000222100,7
2_1212130002221010,3
2_12121300022210110,9
2_12121300022210111,53
2_12121300022210112,43
2_12121300022210113,5
2_1212130002221012,33
2_12121300022213,64
2_12121300023,5
2_1212130003,61
2_121213001,56
2_121213002,82
2_12121302,7
2_12121303,34
2_1212131,4
2_1212132,14
2_1212202,4
2_12122030,15
2_12122032,2
2_121220330,20
2_121220331,7
2_121220332,27
2_121220333,96
2_121221,96
2_121222,72
2_121223,23
2_12210,6
2_122110,3
2_122111,45
2_122112,6
2_122113,65
2_12212,75
2_12220,15
2_122210,60
2_122211,55
2_122212,15
2_122213,40
2_12222,94
2_12223,8
2_123,3
2_20,45
2_210,14
2_2110,3
2_21110,66
2_211110110,8
2_21111011100,4
2_21111011101,18
2_21111011102,73
2_21111011103,10
2_2111101111,41
2_2111101112,37
2_2111101113,24
2_211110112,4
2_21111012,6
2_2111102,12
2_211111,57
2_211112,30
2_211113,44
2_211120,21
2_2111210,28
2_2111211,68
2_2111212,31
2_2111213,3
2_211122,58
2_211123,27
2_21113,32
2_2112,77
2_2113,64
2_2120,25
2_2121,57
2_21220,8
2_21221,77
2_212220,53
2_212221,67
2_212222,42
2_212223,5
2_21223,40
2_21230,51
2_212310,32
2_212313,78
2_2123201,24
2_2123202,93
2_2123203,12
2_212321,22
2_212323,18
2_21233,38
2_213,70
2_220000,27
2_22000200,2
2_22000202,17
2_2200020301,3
2_22000203030,4
2_22000203032,6
2_220002030330,55
2_220002030331,56
2_220002030332,2
2_220002031,14
2_220002033,2
2_2200021,8
2_2200022,4
2_220003,4
2_22001,8
2_22002,5
2_2203,44
2_221001,10
2_2210020,13
2_2210021,54
2_2210022,54
2_22100230,44
2_22100231,55
2_22100232,19
2_221002330,12
2_221002332,57
2_221002333,61
2_22100300,16
2_22100301,6
2_221003030,2
2_221003031,13
2_221003032,95
2_221003033,4
2_2210031,6
2_2210032,4
2_2210100,9
2_22101010,93
2_2210101100,60
2_221010110100,5
2_2210101101011122231,8
2_22101011010113,2
2_221010110103,2
2_22101011013,44
2_2210101102,13
2_2210101103,18
2_221010111,17
2_221010112,2
2_22101012,7
2_2210102,6
2_2210103,4
2_221012,9
2_2210130,29
2_2210131,18
2_22101320,63
2_22101321,14
2_221013220,2
2_221013221,5
2_2210132221,7
2_2210132222,36
2_2210132223,89
2_221013223,4
2_221013230,22
2_221013231,32
2_221013232,44
2_221013233,29
2_2210133,83
2_221020000,41
2_221020001,13
2_2210200020,49
2_2210200021,12
2_22102000220,24
2_22102000221,56
2_22102000222,9
2_22102000223,21
2_2210200023,9
2_221020003,14
2_22102001,26
2_221020020,15
2_221020021,30
2_221020022,49
2_221020023,64
2_22102003,60
2_22102010,3
2_22102011,2
2_22102012,87
2_22102013,12
2_22102020,70
2_22102021,8
2_22102023,24
2_2210203,88
2_2210210,18
2_22102120,30
2_2210212300,16
2_2210212301,53
2_2210212302,28
2_2210212303,6
2_221021231,25
2_221021232,5
2_221021233,36
2_2210213,53
2_2210220,30
2_22102210,30
2_22102211,45
2_22102212,33
2_22102213,13
2_221022200,8
2_2210222010,19
2_2210222011,49
2_2210222012,32
2_2210222013,23
2_221022202,24
2_221022203,4
2_22102222,7
2_22102223,65
2_22102230,73
2_221022310,79
2_221022311,53
2_221022312,9
2_221022313,21
2_22102232,3
2_22102233,14
2_221023,31
2_221030,19
2_221031,64
2_221032,4
2_221033,65
2_22110,73
2_22111,79
2_22112,17
2_22113,81
2_2212000,22
2_2212001,7
2_2212002,8
2_2212003,69
2_221201,8
2_221202,62
2_221203,46
2_221210,8
2_221211,12
2_221212,79
2_221213,70
2_2212200,41
2_22122020,42
2_22122021,24
2_22122022,66
2_22122023,6
2_2212203,8
2_2212210,22
2_2212211,72
2_2212212,4
2_2212213,15
2_2212220,78
2_2212221,30
2_22123,6
2_2213,54
2_2311,20
2_231200,25
2_231203,91
2_23121,80
2_2313,3
2_232,18
2_3,15
3_00,34
3_03,72
3_10,14
3_111,35
3_112,41
3_113,28
3_121,3
3_1220100,42
3_1220102,6
3_12201030,8
3_12201031,94
3_12201032,11
3_122011,54
3_1220121,19
3_12201220,30
3_12201221,88
3_122012220,60
3_122012221,73
3_122012222,2
3_122012223,3
3_12201223,30
3_122021,3
3_1220220,76
3_1220221,6
3_1220222,17
3_1220223,23
3_12210,17
3_122110,5
3_122111,29
3_122112,14
3_1221130,79
3_1221131,2
3_1221132,22
3_1221133,3
3_1221200,36
3_1221201,10
3_122120300,6
3_12212030100,16
3_12212030101,60
3_12212030102,53
3_12212030103,28
3_1221203011,93
3_1221203012,45
3_1221203013,7
3_122120302,9
3_12212031,6
3_12212032,6
3_12212033,38
3_1221210030,33
3_1221210031,80
3_1221210033,40
3_12212101000,60
3_12212101001,92
3_12212101002,10
3_12212101003,5
3_1221210101,21
3_1221210102,6
3_1221210103,32
3_122121011,28
3_122121012,4
3_122121013,12
3_12212103,8
3_1221213,53
3_122123,14
3_122130110,49
3_1221301110,7
3_1221301111,42
3_1221301112,16
3_1221301113,91
3_122130112000,5
3_122130112001,67
3_12213011200200,4
3_12213011200201,41
3_12213011200202,21
3_122130112002030,2
3_122130112002031,32
3_122130112002032,12
3_122130112002033,84
3_1221301120021,5
3_1221301120022,5
3_1221301120023,32
3_122130112003,13
3_12213011201,15
3_12213011202,13
3_12213011203,37
3_1221301121,39
3_1221301122,14
3_1221301123,46
3_1221301130,59
3_1221301131,63
3_12213012,19
3_1221302,34
3_1221303,15
3_122131,56
3_1221320,57
3_1221321,41
3_1221323,3
3_122133,57
3_1222000,11
3_12220010,18
3_12220011,56
3_12220012,78
3_1222002,13
3_1222003,51
3_122203,56
3_12230,6
3_122310,58
3_122311,43
3_1223120,9
3_1223121,40
3_1223122,15
3_12231230,24
3_12231231,35
3_122312320,5
3_122312321,63
3_122312322,2
3_122312323,33
3_12231233,6
3_122313,22
3_12232,63
3_13,15
3_2,12
3_30,92
3_31,3
3_32000000,28
3_32000002,27
3_32000003,52
3_3200001,10
3_320003,13
3_321,3
3_33,10
4_0010000,61
4_0010002,39
4_0010003,46
4_0010010,4
4_0010011,9
4_001001200,8
4_001001201,22
4_001001202,93
4_00100121,10
4_00100122,11
4_00100123,32
4_0010013,36
4_001002000,15
4_001002001,47
4_0010020020,28
4_0010020021,12
4_001002002201,3
4_0010020022020,3
4_001002002202100,38
4_001002002202101,17
4_001002002202102,56
4_001002002202103,19
4_00100200220211,2
4_00100200220212,2
4_00100200220213,4
4_0010020022022,5
4_00100200222,23
4_0010020023,10
4_001002003,19
4_0010020100,12
4_0010020101,29
4_0010020102,10
4_0010020103,64
4_001002011000,17
4_001002011001,21
4_001002011002,47
4_001002011003,28
4_00100201101,38
4_00100201102,13
4_0010020111,3
4_0010020112,11
4_001002012,13
4_001002013,92
4_0010020200000,6
4_0010020200001,74
4_0010020200002,56
4_0010020200003,36
4_001002020001,36
4_0010020200020,64
4_0010020200023,41
4_001002020003,13
4_00100202001,4
4_0010020201,7
4_0010020202,14
4_00100202030,69
4_00100202031,2
4_00100202032,20
4_00100202033,89
4_0010020210,67
4_0010020211,10
4_0010020212,34
4_00100202130,7
4_00100202131,10
4_00100202132,3
4_00100202133,81
4_0010020220,19
4_001002022111,11
4_0010020221120,76
4_0010020221123,45
4_00100202212,5
4_001002023,11
4_00100203,20
4_0010021,52
4_001002200,8
4_001002201,70
4_001002202,7
4_001002203,46
4_00100221,50
4_001002220,16
4_001002222,70
4_001002223,84
4_0010022300,52
4_0010022301,56
4_00100223020,13
4_00100223021,100
4_00100223022,22
4_00100223023,8
4_0010022303,4
4_001002231,7
4_001002232,62
4_0010022330,98
4_0010022331,77
4_001002233200,27
4_001002233201,99
4_001002233202,69
4_001002233203,13
4_00100223321,11
4_00100223322,64
4_00100223323,69
4_00100223330,58
4_00100223331,35
4_00100223332,12
4_00100223333,13
4_00100230000,15
4_001002300010,16
4_001002300011,38
4_001002300012,24
4_001002300013,23
4_00100230002,27
4_00100230003,3
4_0010023001,36
4_00100230020,24
4_00100230021,12
4_00100230022,16
4_00100230023,70
4_00100230030,26
4_001002300310,6
4_001002300312,62
4_001002300313,63
4_001002300320,61
4_001002300321,56
4_00100230032200,5
4_00100230032201,87
4_00100230032202,14
4_00100230032203,3
4_0010023003221,14
4_0010023003222,10
4_0010023003223,26
4_0010023003230,17
4_0010023003231,86
4_0010023003232,29
4_00100230033,62
4_001002301,56
4_00100230200,52
4_00100230201,47
4_00100230202,52
4_00100230203,45
4_00100230210,3
4_001002302121,44
4_001002302122,51
4_001002302123,11
4_00100230213,20
4_0010023022,98
4_00100230230,44
4_00100230231,83
4_00100230232,25
4_0010023030,41
4_0010023031,51
4_0010023032,9
4_001002310,14
4_001002311,24
4_001002312,58
4_001002313,76
4_0010023200,94
4_0010023201,5
4_00100232020,18
4_00100232021,49
4_00100232022,29
4_00100232023,24
4_0010023203,62
4_001002321,88
4_001002322,97
4_001002323,80
4_00100233,35
4_0010030,6
4_00100310,75
4_00100311,84
4_0010120,3
4_00101230,55
4_00101233000,4
4_00101233001,4
4_00101233002,97
4_00101233003,4
4_0010123301,13
4_001012330200,76
4_001012330201,30
4_001012330202,19
4_00101233021,5
4_00101233022,8
4_0010123303,46
4_0010123310,84
4_0010123311,43
4_0010123313,9
4_001012332,49
4_001012333,43
4_0010130000,41
4_0010130001,36
4_00101300020,29
4_00101300021,4
4_00101300022,4
4_001013000230,28
4_001013000232,74
4_001013000233,90
4_001013000300,58
4_001013000301,11
4_0010130003030,5
4_0010130003031,11
4_0010130003032,67
4_0010130003033,33
4_00101300031,65
4_00101300033,7
4_001013001,99
4_0010130020,24
4_0010130021,10
4_0010130022,80
4_0010130023,17
4_001013003,94
4_001013010,82
4_0010130110,5
4_0010130111,50
4_0010130112,41
4_0010130113,26
4_0010130120,17
4_0010130121,15
4_0010130122,45
4_0010130123,62
4_001013013,40
4_00101302000,40
4_00101302001,4
4_00101302002,40
4_00101302003,61
4_0010130201,50
4_0010130202,24
4_0010130203,85
4_001013021,85
4_0010130220,23
4_0010130221,58
4_00101302220,30
4_00101302221,53
4_00101302222,28
4_00101302223,80
4_0010130223,67
4_001013023,94
4_001013030,9
4_0010130310,16
4_00101303110,89
4_001013031110,55
4_001013031111,85
4_001013031112,4
4_001013031113,5
4_00101303112,5
4_0010130312,9
4_0010130313,8
4_001013032,7
4_001013033,2
4_0010131,47
4_0010132000010,2
4_00101320000120,68
4_00101320000122,8
4_00101320000123,44
4_0010132000013,58
4_001013200002,2
4_00101320001,7
4_00101320002,28
4_0010132002,6
4_00101320030,9
4_001013200312,30
4_0010132003130,64
4_0010132003131,68
4_0010132003132,5
4_0010132003133,14
4_00101320032,56
4_0010132010,52
4_00101320110,26
4_001013201110,5
4_001013201112,2
4_0010132011130,28
4_0010132011131,83
4_00101320112,65
4_00101320113,11
4_0010132012,5
4_0010132013,5
4_001013202,8
4_001013230,6
4_001013231,20
4_00101323200,52
4_001013232010,6
4_001013232011,2
4_001013232012,33
4_001013232013,62
4_00101323202,8
4_001013232030,57
4_001013232031,21
4_001013232032,5
4_0010132320331,57
4_0010132320332,77
4_001013232100,2
4_0010132321010,70
4_0010132321011,6
4_0010132321012,29
4_0010132321013,21
4_0010132321021020,6
4_00101323210210211,5
4_001013232102102120,13
4_001013232102102121,10
4_001013232102102122,85
4_0010132321021021230,30
4_0010132321021021231,31
4_0010132321021021232,25
4_0010132321021021233,24
4_00101323210210213,41
4_00101323210210220,14
4_001013232102102210,48
4_001013232102102211,72
4_001013232102102212,19
4_001013232102102213,12
4_00101323210210222,21
4_001013232102103,30
4_00101323210211,74
4_00101323210212,100
4_001013232102130,2
4_0010132321021310,22
4_00101323210213110,8
4_00101323210213111,20
4_00101323210213112,62
4_00101323210213113,39
4_00101323210213120,40
4_001013232102131210,18
4_0010132321021312110,13
4_0010132321021312111,47
4_0010132321021312112,52
4_0010132321021312113,25
4_001013232102131212,29
4_001013232102131213,19
4_00101323210213122,3
4_00101323210213123,10
4_0010132321021313,33
4_00101323212,61
4_001013232130,10
4_001013232131,87
4_001013232132,72
4_001013232133,5
4_0010132322,90
4_0010132323,63
4_00101323300,28
4_00101323301,47
4_001013233020,40
4_001013233021,29
4_001013233022,45
4_001013233023,4
4_00101323303,4
4_0010132331,91
4_00101323320,26
4_00101323322,42
4_00101323323,82
4_00101323330,59
4_001013233310,38
4_001013233311,32
4_001013233312,11
4_001013233313,84
4_00101323332,99
4_00101323333,2
4_0010133000,28
4_0010133001,6
4_0010133002,36
4_00101330030,18
4_00101330031,17
4_001013300320,2
4_001013300321,52
4_0010133003220,15
4_0010133003221,97
4_0010133003222,3
4_0010133003223,5
4_001013300330,3
4_001013300331,10
4_001013300332,53
4_001013300333,41
4_00101330100,43
4_00101330101,81
4_00101330103,10
4_0010133011,80
4_0010133012,11
4_0010133013,49
4_001013302,74
4_00101330300,2
4_001013303010,57
4_001013303011,31
4_001013303012,5
4_001013303013,32
4_00101330302,33
4_00101330303,2
4_0010133032,97
4_00101330330,4
4_00101330331,26
4_00101330332,4
4_00101330333,79
4_00101331000,13
4_00101331001,56
4_001013310020,25
4_001013310021,6
4_001013310022,2
4_0010133100231,9
4_0010133100232,95
4_0010133100233,11
4_00101331003,99
4_0010133101,63
4_00101331020,28
4_00101331021,3
4_00101331022,25
4_00101331023,55
4_0010133103,72
4_0010133110,77
4_00101331110,14
4_00101331111,61
4_00101331112,33
4_00101331113,25
4_0010133112,37
4_001013311300,75
4_001013311301,14
4_001013311302,12
4_001013311303,15
4_00101331131,2
4_00101331132,75
4_001013311330,6
4_001013311331,8
4_0010133113320,4
4_0010133113321,2
4_0010133113322,18
4_00101331133230,69
4_00101331133231,12
4_00101331133232,14
4_00101331133233,11
4_001013311333,63
4_00101331200,52
4_00101331201,16
4_001013312020,4
4_001013312021,61
4_001013312022,9
4_001013312023,44
4_00101331203,35
4_00101331210,37
4_00101331211,19
4_00101331212,17
4_00101331213,31
4_0010133122,91
4_0010133123,82
4_0010133130,37
4_001013313100,25
4_0010133131010,57
4_0010133131011,4
4_0010133131012,44
4_0010133131013,83
4_001013313102,4
4_00101331311,9
4_00101331312,11
4_001013313130,6
4_001013313131,82
4_001013313132,69
4_00101331320,12
4_00101331321,16
4_001013313232,2
4_00101331323300,19
4_00101331323301,10
4_00101331323302,73
4_00101331323303,4
4_0010133132331,3
4_0010133132333,3
4_0010133133,29
4_0010133200,15
4_0010133201,9
4_0010133202,84
4_0010133203,6
4_001013321000,60
4_001013321001,12
4_001013321003,44
4_00101332102,14
4_00101332103,21
4_0010133211,25
4_0010133212,49
4_0010133213,7
4_0010133220,3
4_00101332210,99
4_00101332211,3
4_00101332212,12
4_001013323,14
4_001013330,12
4_001013331,32
4_0010133320,13
4_0010133321,18
4_001013332200,8
4_0010133322011,22
4_0010133322012,47
4_0010133322013,40
4_001013332202,29
4_001013332203,19
4_00101333221,9
4_001013332220,8
4_001013332221,15
4_001013332222,12
4_001013332223,74
4_00101333223,67
4_0010133323,24
4_001013333,22
4_001020000,6
4_00102000100,7
4_00102000102,67
4_00102000103,36
4_0010200011,24
4_0010200012,3
4_0010200013,5
4_001020002,31
4_001020003,3
4_00102001,35
4_00102002,22
4_00102003,28
4_0010201,61
4_00102020,27
4_00102021,12
4_00102023,61
4_00102030,21
4_00102031,14
4_00102032,38
4_00102033,79
4_001021000,49
4_001021001,3
4_001021002,2
4_001021003,56
4_00102101,18
4_0010210200,8
4_00102102010,10
4_00102102012,64
4_001021020130,79
4_001021020131,10
4_001021020132,18
4_001021020133,29
4_00102102020,77
4_00102102021,54
4_00102102022,6
4_00102102023,3
4_0010210203,15
4_001021021,18
4_001021022,9
4_001021023,12
4_00102103,39
4_00102110,69
4_00102111,26
4_00102112,21
4_0010212,34
4_0010213,36
4_0010220,42
4_0010221,10
4_0010222,67
4_0010223,48
4_00102300,27
4_00102301,6
4_00102302,79
4_00102303,17
4_00102310,22
4_00102311,3
4_00102312,28
4_001023131,24
4_001023132,70
4_001023133,12
4_0010232,37
4_0010233,11
4_00103020,3
4_00103021,26
4_00103022,48
4_00103023,42
4_001030300,49
4_001030301,88
4_001030302,7
4_001030303,26
4_00103032,5
4_00103033,79
4_0010310,98
4_00103110,19
4_0010311100,63
4_0010311101,8
4_0010311102,31
4_0010311103,12
4_001031111,32
4_001031112,6
4_001031113,56
4_001031120,6
4_001031121,12
4_001031122,72
4_001031123,24
4_001031130,98
4_001031131,5
4_001031133,25
4_00103120,60
4_00103121,49
4_00103122,6
4_001031230,23
4_001031231,5
4_001031232,58
4_001031233,17
4_00103130,33
4_00103131,7
4_00103132,68
4_0010313300,41
4_0010313301,96
4_0010313302,20
4_0010313303,28
4_001031331,19
4_001031332,10
4_001031333,9
4_00103200,64
4_00103201,2
4_00103202,2
4_00103203,52
4_0010321,28
4_0010322,21
4_0010323,7
4_001033,2
4_00110,17
4_00111,22
4_00112,36
4_001130,7
4_001132,14
4_001133,96
4_0012000,26
4_0012001,30
4_0012002,16
4_0012003,59
4_00120100,48
4_00120101,12
4_00120102,9
4_00120103,44
4_0012011000,11
4_00120110010,6
4_00120110011,72
4_00120110012,38
4_00120110013,13
4_0012011002,3
4_0012011003,6
4_001201101,34
4_0012011021,16
4_0012011022,49
4_00120110230,10
4_00120110231,3
4_00120110232,62
4_00120110233,50
4_0012011030,85
4_0012011031,6
4_0012011032,19
4_0012011033,29
4_0012011100,22
4_00120111010,13
4_00120111011,12
4_00120111012,36
4_00120111013,41
4_0012011102,31
4_001201111,3
4_0012011120,64
4_0012011121,13
4_0012011122,13
4_0012011123,19
4_00120111300,34
4_00120111301,22
4_00120111302,46
4_00120111303,90
4_0012011131,35
4_0012011132,98
4_00120111330,22
4_00120111331,17
4_00120111332,44
4_00120111333,23
4_00120112000,77
4_001201120010,35
4_001201120011,15
4_001201120012,13
4_001201120013,52
4_00120112002,40
4_00120112003,9
4_00120112010,84
4_00120112011,67
4_00120112012,10
4_00120112013,35
4_0012011202,82
4_00120112030,29
4_00120112031,60
4_00120112032,33
4_001201120330,6
4_001201120331,4
4_001201120332,2
4_0012011203330,42
4_0012011203332,4
4_0012011203333,62
4_001201121,87
4_0012011220,50
4_0012011221,16
4_0012011222,57
4_0012011223,28
4_00120112300,25
4_00120112301,3
4_00120112302,26
4_00120112303,80
4_0012011231,55
4_00120112320,44
4_0012011232100,3
4_00120112321021,2
4_0012011232120,5
4_0012011232122,5
4_001201123212300,40
4_001201123212301,49
4_001201123212302,53
4_001201123212303,2
4_001201123212311,4
4_001201123212312,47
4_001201123212313,74
4_00120112321232,4
4_00120112321233,8
4_00120112322,78
4_00120112323,13
4_0012011233,10
4_001201130,31
4_001201131,92
4_001201132,27
4_001201133,4
4_00120120,71
4_001201210,21
4_0012012110,3
4_0012012111,47
4_0012012112,41
4_0012012113,21
4_001201212,30
4_001201213,13
4_00120122,39
4_00120123,13
4_0012013,19
4_001202,85
4_001203,94
4_0012100,3
4_00121010,57
4_00121011,75
4_001210120,9
4_001210121,54
4_0012101220,82
4_0012101223,33
4_001210123,50
4_00121013,12
4_0012102,65
4_0012103,13
4_001211,43
4_001212,6
4_001213,84
4_0012200,11
4_00122010,8
4_0012201110,2
4_00122011111,35
4_00122011112,72
4_00122011113,8
4_0012201112,5
4_0012202,3
4_0012203,9
4_001221,13
4_001222,7
4_001223,62
4_0012300,4
4_0012301,22
4_00123020,11
4_00123021,4
4_001230220,72
4_0012302210,25
4_0012302211,43
4_00123022120,54
4_00123022121,33
4_00123022123,51
4_0012302213,11
4_0012302220,30
4_0012302221,31
4_0012302222,83
4_0012302223,52
4_001230223,87
4_001230230,15
4_001230231,14
4_001230232,36
4_001230233,38
4_00123030,16
4_00123031,62
4_00123032,8
4_00123033,19
4_00123100,14
4_00123101,63
4_00123102,11
4_00123103,65
4_00123110,32
4_00123111,6
4_00123112,89
4_001231130,11
4_001231131,74
4_001231132,5
4_001231133,34
4_001231200,12
4_001231201,6
4_0012312020301,39
4_0012312020302,72
4_001231202031,25
4_001231202033,6
4_0012312021,17
4_0012312022,3
4_001231203,12
4_00123121,63
4_00123122,59
4_00123123,8
4_00123130,52
4_00123131,59
4_001231320,26
4_001231321,41
4_001231322,38
4_001231323,28
4_001231330,77
4_001231331,10
4_001231332,46
4_0012313330,12
4_0012313331,10
4_00123133322,42
4_00123133323,93
4_0012313333,15
4_0012320000,56
4_0012320001,30
4_0012320003,56
